x,y
509.0044727413043,587.276564262275
171.28106742830232,531.6817492436692
98.35881536272042,227.61293595445747
146.1794239636453,25.035538167518027
242.6421911630199,471.56488688228995
233.43331590498514,55.6717702373978
499.0230796613296,215.69743708677998
461.987841975558,361.9851729963683
479.79032452947905,44.95950225146086
664.15359865188,556.7876305548721
62.92265914311466,303.0116202774118
545.2439407015821,91.32944304534628
251.226100005068,234.04205247130926
562.0730114037714,312.33545501343514
411.294609437372,125.76611853315528
310.371168367345,387.6302939100289
222.70984980304513,468.775535421519
374.97400990870494,591.3384199065346
114.14825056760145,517.5538659941571
85.7214518692692,32.41577026451523
700.6829744663673,112.86456627529066
38.94548824972642,284.94984414867594
137.89606958275974,263.06814976431673
601.5690860537015,417.17239558918845
460.58868351374304,282.4628152196155
675.8394366224035,251.513773673863
119.2412414046905,183.45918751921255
317.0884859287267,91.88699516554742
504.31430530861286,23.181400961835724
24.821578816629657,175.28093533659333
740.4785294565058,350.885171423031
666.667968841664,163.9466723106023
507.01169617231574,143.6849485991808
350.51597201738775,465.585142970128
702.2574857933238,72.56318446416763
373.5004834274239,149.11872983040814
288.78929286338337,451.60565613133684
476.37078266399305,420.92549631146153
84.52579185450472,52.228022819081126
314.47507925454397,538.9973746822493
801.7580056672456,542.7875433636651
717.6499078772043,471.2329158347829
281.01291989397515,505.8395226447403
193.4096876895891,29.586075891682256
231.10332357873273,551.8944820287164
277.67159766044284,79.45945286154411
817.7058451605739,284.5100564875411
797.0438961272683,38.23288122332485
817.5897859047666,207.17972968320743
76.28839241156109,573.4230510490373
263.34264316119413,483.12344019039466
431.8875642282229,613.9752407452404
622.5572716059798,521.757963099303
466.40262777660314,394.45498197916316
285.50962514189234,234.7326713937612
563.2702116069772,108.65939095575932
128.74578679212811,329.9923530896285
219.47566477903854,456.5576996904472
435.5019577035686,397.7356402222343
272.10002700704734,80.48285297673593
177.17572385642205,488.6891570432504
86.50672616179669,303.0417252231647
160.2911251844043,263.7020829394212
757.4623891259371,456.1075150856002
172.86016890794585,47.015606895015836
574.7575332626435,26.61930451498236
22.361768771322126,66.71993992600113
22.098839758979665,208.23105209646533
112.79551607377164,353.33310892218884
60.99316484751378,570.4205557410494
88.77121981924566,605.4345490354522
672.5579670997218,287.77283571957645
382.89639618738664,271.20361722847224
593.8723588692628,112.85642044924009
235.7493753510745,33.76270365548331
744.7668239601359,183.43942220205795
53.70288379328228,559.8000589105276
99.88030744784976,402.6987467564041
509.79032056773286,361.89420355856856
207.6006610196172,92.13792176606823
304.99353124917565,579.8397008459741
362.28895874574425,420.47538456527207
488.7075338784333,384.2802017401366
776.0621296642494,186.57806464219635
662.647478524107,441.12396044314283
753.4675830515955,349.5686381522991
263.5379782825106,192.17100653723264
210.34122672945344,120.55453995211523
493.5238614006214,113.65694810161267
142.79215711335894,482.27447111032035
364.0367032381415,482.11015622650115
341.3252776073242,39.729490725805206
698.9935163782618,579.7019453785424
564.0292468281089,52.13499427061785
24.75929367484227,540.7196618072068
438.34261864327766,532.7350833849245
694.8899231121127,549.7073123171505
89.30237391910667,442.870718924971
407.93039293956923,160.47282073318448
161.51319129082438,423.3860760883977
427.31039659038134,328.99502382506097
406.33967390704623,187.98843019051816
467.7328659037669,85.26482244764662
683.9583954435348,561.0370004360898
282.2011334987538,563.8617522264107
516.5703871712458,352.1234727274961
89.01183184372198,238.47181253165562
744.8533579498555,484.6227700755544
199.68648562124923,262.05341956018003
293.49577254579265,82.36360807038858
588.8387615320253,436.69109867061786
289.61689208585364,59.43395917440764
127.4165018003547,206.80804796920953
200.42928695145025,227.8482394879199
375.6715369437451,449.6696341169461
792.4395960882106,24.01104135878616
85.25720738719531,328.4563653954867
496.61385997218747,515.4119881025392
242.94137099045193,61.84818981537426
662.0307371465234,131.86860498178913
535.0500356470244,317.04476742572933
236.14602444583932,464.067377185558
162.14375760676558,563.0774388604024
353.2014244528322,212.34140500000908
672.8272522207968,150.53170336047594
434.0617349286957,178.58045618280386
61.336321818721004,52.53890867489719
413.69266886672244,577.9192425261571
344.7550640729566,168.6350741238731
198.28140001580132,453.71726906779423
780.8157243879743,562.1369145940766
175.1661241057758,580.8367426538248
813.9239527595315,527.5323639171836
424.41149242839253,577.1146517832706
633.663487307317,29.7818720233779
356.2232838430321,170.24799978222677
791.577039941373,438.3672084320582
394.94361916924294,477.41207394355575
768.0980233366133,23.674180674542615
553.3570532385089,307.745769614039
150.01657866547208,208.77556777201482
392.6087431830754,555.6470753895786
527.2871358685634,25.65354463274883
421.2348425100173,105.65842458910042
120.08363018676975,204.12119590666993
717.6937955915895,529.472101388895
561.3987863066169,83.5534241515056
756.072973759012,335.2852227839681
328.07013969271145,133.13809315594634
267.7304610458449,577.5513445992855
260.43485339378753,514.368604734877
527.0918910131734,133.54784776185218
441.8660846253753,169.57960189294192
498.47013254901674,128.21121314183824
483.5425969590151,355.10294094818676
744.647337381666,79.7141971603501
616.4408155955172,454.9595892544704
782.2254005897197,535.5122752663356
730.9433161163289,615.2908647067071
567.5203338207423,455.4525556262717
318.4976096410401,581.079080719014
60.21101512175402,209.29267463737912
475.3048139265204,549.8791067660196
300.62834123320084,440.95177910189307
436.0559828182097,551.3070004244386
433.9500904290574,554.0880465624969
553.3014032618092,375.4527221209202
740.5534047826071,469.9318341343115
104.5883444582781,312.85509532759187
379.90829034433574,128.9366279723431
597.4966291649997,534.9441849935919
582.6531496816378,199.28863989944
29.36745850376477,369.5652686442082
277.6280824735447,575.6683493806573
727.5561688471005,30.909068623302232
164.12793441764214,226.46211176192756
44.623832229869166,376.3186518000845
388.6873175298415,464.62798692439026
199.5800295598818,290.7375273236143
654.499066095502,432.7352101158769
270.66559409474416,553.5196345033021
806.036622128245,536.6216798821234
171.5448121157304,241.59589164780454
750.2848239653417,375.88580572157144
530.3787996162325,65.13692770111646
508.91805418871695,248.97137566921043
663.0893763946272,433.4943651964795
213.64001160445275,170.34070720211784
291.2186533463231,485.24625695084234
509.52770600206793,562.762135551266
664.6276498488572,505.66586443900394
395.3503738809763,524.7942299899379
51.51479745571972,132.1906937044767
419.34100834191497,131.84283986653926
456.9992990145039,142.11859291495892
112.3616424539654,448.06915714628695
804.8755145780494,223.64115258956488
238.30891111393615,436.83590937000645
70.49485206403315,466.17749925079073
460.6901383008951,406.9022959647524
263.0639927084633,323.6963531578444
420.3256590261597,241.8352369798051
527.2008483056609,487.94140093666266
362.80673705891235,432.7477350389581
810.9082078077256,185.84377807435868
506.3056635239862,417.50750317492106
774.4676345025512,264.2056958364633
408.11557031204114,318.5847269228917
669.7202306913119,572.7924520525245
575.8285299003173,506.2110843828923
584.7035983301141,200.07058385743196
744.3106376608532,449.9769012119572
114.08320902780946,256.2125375553613
71.82827783129352,293.2061351507647
69.04925605079828,250.3469315268819
155.1424865672974,566.250192742371
47.80288461719786,238.96000623509556
564.1906630615395,295.3223409012631
57.22931966504221,134.67810069257683
170.85318455629152,475.9356625206393
602.3003761353916,212.6003354337419
181.64882935483345,257.2196869893865
415.41372001822947,600.6103537301778
644.9125850996838,479.9634608051193
643.6548841033357,397.33267426072746
335.64618018456196,327.14812880751236
437.5374683944573,209.41869481593557
207.44212815045006,366.7485620820651
737.8831900548352,603.7805788196449
591.2676499546302,352.82453136994565
541.6635025278935,257.7986568535341
400.9074923343663,464.7367575938489
35.47259800238629,143.47134016988207
306.30077551480815,194.5689042855677
801.9567449593569,295.05854929755316
712.5485756608346,383.40794536825746
158.24117993250988,376.48478230386354
672.8923760584216,367.7126161699175
785.5077026361466,22.745851617678774
751.9969780001037,426.36654419379994
780.1189236456543,352.6308865020372
350.5645633546168,468.40983567175044
520.245440707751,182.169412119962
730.3472530319954,36.56812972359523
762.160620855571,586.4276027532296
456.1662755067427,327.6613206078366
66.83570480737541,570.2163217218564
630.0265587464544,407.83740089096545
315.13785374277654,96.49553712373182
499.4626330898764,239.55552297436353
701.1618848303552,205.64169458207428
213.46836347834505,433.72757442390963
231.49428138496341,314.7245248558022
561.4438465758478,556.7417228608281
36.60146209688031,437.5976478631161
49.93250339984055,336.4185527607534
619.6105767554072,470.4656871737224
121.02075748021787,245.86537195941915
396.36334741581425,166.5163605222961
234.31561523025425,98.20596511419251
143.27465206952184,53.12093113761869
179.7348274000902,615.2541725734143
656.4094294229036,547.5293804769428
82.83413650942799,137.3855366690505
616.759005893217,615.4759693193862
572.0294472384426,349.1471615746294
231.70888762119927,112.12955893770203
275.9510778688792,218.86451109960333
135.07688170903396,498.22202708917945
228.5768226181135,370.38356331528814
751.0293446269345,126.67048197275489
499.76350463296893,42.731905140634545
378.1565180979207,297.0733237806707
40.592971900147816,512.3115740951746
715.0003535019321,278.99640527235937
796.0124757535658,426.20338359894725
80.29777200354118,469.054704931425
326.7260375561977,571.6135112368743
656.4337765567223,224.1950971951346
523.0467418888377,87.73507468949636
346.09270378480505,473.3040875470897
615.0836750073305,258.0344798944386
428.62323326473853,444.5552561630417
422.1487996725406,107.57979911234384
788.006601945529,190.16519882309774
765.1388271502404,603.3022964373778
726.2834526765084,31.49394207782923
567.8175079690071,257.81656327264193
601.1256933794267,556.3766374776642
